STATISTIC Label,Quarter,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sixmilebridge, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Cork,Euro,1260.14
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Cork City,Euro,1368.55
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballincollig, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballintemple, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballinure, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bandon, Cork",Euro,990.06
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bantry, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bishopstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blackpool, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blackrock, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blarney, Cork",Euro,1346.75
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrigaline, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrigtwohill, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castlemartyr, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Charleville, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonakilty, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cloyne, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cobh, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Crosshaven, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Douglas, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dunmanway, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Fermoy, Cork",Euro,986.23
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Frankfield, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Glanmire, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kanturk, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kinsale, Cork",Euro,1349.94
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Macroom, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mallow, Cork",Euro,1006.28
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Midleton, Cork",Euro,1165.53
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Millstreet, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mitchelstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Montenotte, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Passage West, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathcormac, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ringaskiddy, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rochestown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Skibbereen, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tivoli, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tower, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Whitegate, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Wilton, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Youghal, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Donegal,Euro,765.19
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Donegal Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballybofey, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Buncrana, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bundoran, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carndonagh, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Letterkenny, Donegal",Euro,915.53
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lifford, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stranorlar, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin,Euro,2013.03
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Balbriggan, Dublin",Euro,1563.78
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blackrock, Dublin",Euro,2316.72
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Booterstown, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cabinteely, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Citywest, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dalkey, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Donabate, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dun Laoghaire, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Glenageary, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Howth, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Killiney, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kinsealy, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lucan, Dublin",Euro,2234.28
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lusk, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Malahide, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Monkstown, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mount Merrion, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portmarnock, Dublin",Euro,2441.95
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathcoole, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rush, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Saggart, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sandycove, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Shankill, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Skerries, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stepaside, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stillorgan, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Swords, Dublin",Euro,1811.82
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 1,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"I.F.S.C., Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Parnell Street, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Spencer Dock, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Summerhill, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 2,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Aungier Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Grand Canal Dock, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Grand Canal Square, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Hanover Quay, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lower Mount Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Pearse Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tara Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Temple Bar, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Townsend Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 3,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonliffe, Dublin 3",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clontarf, Dublin 3",Euro,2426.14
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Drumcondra, Dublin 3",Euro,1994.38
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"East Wall, Dublin 3",Euro,1916.07
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Eastwall, Dublin 3",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Fairview, Dublin 3",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Marino, Dublin 3",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"North Strand, Dublin 3",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 4,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballsbridge, Dublin 4",Euro,2931.57
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Donnybrook, Dublin 4",Euro,2342.28
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Irishtown, Dublin 4",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Merrion, Dublin 4",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Pembroke, Dublin 4",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ringsend, Dublin 4",Euro,2252.68
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sandymount, Dublin 4",Euro,2466.84
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 5,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Artane, Dublin 5",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Killester, Dublin 5",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Raheny, Dublin 5",Euro,2225.23
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 6,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dartry, Dublin 6",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Harolds Cross, Dublin 6",Euro,2000.31
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Milltown, Dublin 6",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",Euro,2442.6
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathgar, Dublin 6",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathmines, Dublin 6",Euro,2421.18
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Terenure, Dublin 6",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 6W,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Harolds Cross, Dublin 6W",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Templeogue, Dublin 6W",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Terenure, Dublin 6W",Euro,2075.94
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 7,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Arbour Hill, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cabra, Dublin 7",Euro,1675.2
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Navan Road, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"North Circular Road, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Phibsboro, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Smithfield, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stoneybatter, Dublin 7",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 8,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Christchurch, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cork Street, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dolphins Barn, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Inchicore, Dublin 8",Euro,1846.45
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Islandbridge, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilmainham , Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portobello, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rialto, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"South Circular Road, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"The Coombe, Dublin 8",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 9,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballymun, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Beaumont, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Drumcondra, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Glasnevin, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Santry, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Whitehall, Dublin 9",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 10,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballyfermot, Dublin 10",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cherry Orchard, Dublin 10",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 11,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballymun, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Finglas, Dublin 11",Euro,1810.13
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Glasnevin, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Meakstown, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"St Margarets Road, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 12,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Crumlin, Dublin 12",Euro,1869.4
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Drimnagh, Dublin 12",Euro,1860.91
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kimmage, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Walkinstown, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 13,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Baldoyle, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Balgriffin, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clongriffin, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Donaghmede, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sutton, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 14,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonskeagh, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dundrum, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Goatstown, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathfarnham, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 15,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ashtown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blanchardstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carpenterstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castleknock, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonee, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonsilla, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Coolmine, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mulhuddart, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ongar, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Porterstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Royal Canal Park, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tyrrelstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 16,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballinteer, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Knocklyon, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathfarnham, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sandyford, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 17,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Malahide Road, Dublin 17",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Northern Cross, Dublin 17",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 18,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Foxrock, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stepaside, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 20,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Chapelizod, Dublin 20",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Palmerstown, Dublin 20",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clondalkin, Dublin 22",Euro,1626.8
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Dublin 24,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballycullen, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Citywest, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Firhouse, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tallaght, Dublin 24",Euro,1777.17
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Galway,Euro,1310.73
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Galway City,Euro,1485.13
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Athenry, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballinasloe, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballybane, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballybrit, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Barna, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bohermore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Claregalway, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clifden, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Doughiska, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Gort, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Headford, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Knocknacarra, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Loughrea, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mervue, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Monivea, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Moycullen, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Newcastle, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Oranmore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Oughterard, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portumna, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rahoon, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Renmore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Roscam, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Salthill, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tuam, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Wellpark, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Woodquay, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Kerry,Euro,923.96
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castleisland, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dingle, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kenmare, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Killarney, Kerry",Euro,1147.64
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Killorglin, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Listowel, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tralee, Kerry",Euro,909.84
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Kildare,Euro,1431.54
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Kildare Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Athy, Kildare",Euro,
